,corpus,label
1283,"Im off to my late night job , Sittin ' BABIES RT @BadAssNigerian : Chillin w | @Brownin21 .... n gettin pierced this week &lt; WHOOOOP !!! Check this video out -- General Hospital Spoilers Week 9-27-10 &amp; 10-4-10 http://t.co/GciGiuz via @youtube .. ahhh OMG ! Can't wait to see this Social networking site Facebook officially has 500 million users , the company announced 21 July http://ow.ly/20ATc RT @BeliebInCodyyy : @TheCodySimpson every minute , every second , every hour of the day iyiyi think of you143 &lt; 3 looks like its my byza-bedtime ! hope to fuck that ema is in tomorrow ! Called my homie at the door so she could get in Secrets free on Thursday ..... #HoodRatsNeedLoveToo @bowlerhatlover Been trying to find a copy of "" Nostalgia "" for years .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-tvshow I-tvshow O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-facility O O O O O O O O O O O O O O B-product O O O O
1284,http://hollisframpton.org.uk/ GUYS IF YOU WNNA BE IN AN AWESOME FAN BOOK .,O O O O O O O O O O O O
1285,TWEET @JedwardsAngel AND WE'LL SORT IT OUT .,O O O O O O O O
1286,WE'VE GOT 15COOOOL IDEAS WHEN WE SEE THEM !: D @dena33 have a good weekend ! Next time I'm at Gardens we are joining eatery forces .,O O O O O O O O O O O O O O O O O O O O B-facility O O O O O O
1287,"RT @jakeandamir : If you would have told me 20 years ago that YOM KIPPUR would be trending on twitter I'd be all like &quot; what 's twitter ?&quot; sfitzy93 asked : No problem ( : awesome ! toast = life :P .. You doing anything for the day ? http://tumblr.com/xkdiufb81 moving to the UK in approx 12 days RT @LilTwist : RT this if you want me to go back live on Ustream later tonight Mac Sync Completed - September 17 , 2010 , 5:00 pm @jodieboulger Ehe good :) see you tomorrow dude ! @millyTW__ night :) I'll have more for you to dream tomorrow I'm in tha mood for writing ;) Blades trade Travis Toomey to Seattle for 4th Rd Pick in ' 11 Bantam Draft .",O O O O O O O O O O O O O B-other I-other O O O O B-company O O O O O O O B-company O B-person O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-sportsteam O B-person I-person O B-geo-loc O O O O O O B-other I-other I-other O
1288,7 20-year olds remain .,O O O O O
1289,"#yxe #Blades #WHL Let 's go Yanks ! Sad that I can't go to the game tonight ... but super excited to spend the weekend in Happy Valley ! A week in New Jersey , of all places , and I never want to hear a *Boston* accent again .",O O O O O O B-sportsteam O O O O O O O O O O O O O O O O O O O B-geo-loc I-geo-loc O O O O B-geo-loc I-geo-loc O O O O O O O O O O O O B-geo-loc O O O
1290,"Wanna see ya bro , I miss u U scared me to hell yesterday , cant live without u U 're more than a bro u 're Like my twin Need u , come home Luv u &lt; 3 RT @TechZader : iPad Refresh Due in January http://bit.ly/cw730s No Good Punk : Thug knocks 84-year-old to the ground , steals her purse http://lsnlw.com/t/4188153892/ @justinbieber I have chance with you ? webcam enters Sunday 7:00 pm ? please ? to talk right ! kisses on the chin RT @GreatestQuotes : "" When everything seems to be going against you , remember that the airplane takes off against the wind , not with it ."" ... Ducks sign LW Beleskey to 2-year extension - San Jose Mercury News http://dlvr.it/5RcvP #ANADucks RT @JR_Swish : Every time I look @NICKIMINAJ I just be lost for words damn ! #shhhhhhh The day you left us was a day we lost a loved one .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-product O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-sportsteam O B-person I-person O O O O B-other I-other I-other I-other O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1291,"But we will never leave you , Michael .",O O O O O O O B-person O
1292,All our love forever .,O O O O O
1293,RT @justinbieber : RT @StephLeveridge @justinbieber i'm having a bad day :( Just a hi from you would turn it around( : Love you xxxxxxx = HI ! just about off work ! going to alderwood again :) yay .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O
1294,hopefully we got cody 's ipod in the mail today .,O O O B-person O B-product O O O O O
1295,"@LesColyer Who do you film for ? I was on SKY news 2 weeks ago #checkmeout [ GigaOM ] DRM FAIL : Five Broken Copy Protection Schemes : This week , we learned that the HDCP copy protection scheme ... http://bit.ly/blWf0e Relieved that the first full week of school is over ! So happy I can sleep in tomorrow ! Good day looking for software n usb drivers http://f.ast.ly/DfxRf Buffs FB : Giddings faces Elgin tonite @ Wildcat Stadium @ 7:30 .",O O O O O O O O O O B-other I-other O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O B-geo-loc O O B-facility I-facility O O O
1296,The Buffs will try to re-group after two straight losses .,B-sportsteam I-sportsteam O O O O O O O O O
1297,Updates on LCL @CarolynAWebster I'm okay .,O O B-company O O O O
1298,Had better days .,O O O O
1299,RT @KaspervanKooten Naast de theatertour die komende week weer aanvangt ziet u mijn pan ook op tv : ma .,O O O O O O O O O O O O O O O O O O O O
1300,"Co-ass ., di .",O O O O
1301,Opium en do .,O O O O
1302,Koffi ... @ashhleybrookee it may be nasty but ... it works .,O O O O O O O O O O O O
1303,@therowdydog Me neither .,O O O O
1304,It 's tough to get away .,O O O O O O O
1305,There is one Tuesday in AUS and the one in RR on Friday .,O O O O O B-geo-loc O O O O B-geo-loc O O O
1306,"We should go so I have a friend ! Do you ever have fights with your running shoes ? You know , when your shoes want to exercise but you don't. Well ... http://fb.me/xKyLBInS How sweet ! RT @midnight_sky33 Seeing my son face when his bus driver gave him a positive bus behavior token the other day was #pricelesstome RT @FamousWomen : When you choose to forgive those who have hurt you , you take away their power .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1307,@ConorMc_Ginty GaGa played here a few weeks back .,O B-person O O O O O O O
1308,She spoke out against SB1070 during the show .,O O O O B-other O O O O
1310,"Stop by teh Nex-Tech and Nex-Tech Wireless tent at TailGreat tomorrow evening for Free ice cream , bottles of water and an FHSU foam finger .",O O O B-company O B-company I-company O O B-other O O O O O O O O O O O O B-sportsteam O O O
1311,@TakeMeDownCHRIS he didnt say when .. he just said he workin on it &amp; gonna release the full version to yeah3x soon ! RT @Rammsies : haha thats awesome RT : @aplusk This made me laugh today http://bit.ly/bjOhom &lt; --- courtesy of splurb .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1312,"What made you laugh ? Whomever said , &quot; M&amp;M 's melt in your mouth , not in your hand &quot; never had a 1/4 of a bag in their hand at one time #myhandismulicolored #Pretty no matter how long I'll wait EVENT -- &gt; http://schmap.it/bP7bEZ - Tonight at Primal Its @Roscoedash , &amp; @DJDrama Taking Over ! TxT Names to 678-223-3699 by 6:59 pm The Get Up Kids , Sunny Day Real Estate , and Cap'n Jazz are quite possibly the greatest ( original ) emo bands to ever exist .",O O O O O O O O O B-product O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-facility O O O O O O O O O O O O O O O B-musicartist I-musicartist I-musicartist I-musicartist O B-musicartist I-musicartist I-musicartist I-musicartist O O B-musicartist I-musicartist O O O O O O O O O O O O O O
1313,Ever .,O O
1314,So listen .,O O O
1315,@DrHubaEvaluator Not long ago I responded to a angry cardiologist whom I have known yrs .,O O O O O O O O O O O O O O O O
1316,"when he spit venom to the newspaper but I did it + Well , after a fast-paced week full of prayer from family and friends , I now have a full time job and I pretty much start Monday :-) @ToriVicotia aaahhh ! Me too !!!! Its so much better than when you play it yourself ! Haha ! YEAH ! No jury duty .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1317,Yes class on Monday .,O O O O O
1318,still willing to send out study guides to those who send me an email request .,O O O O O O O O O O O O O O O O
1319,sorgelaw@yahoo .,O O
1320,"com It might just be me but when males text "" K "" or cross there legs while sitting ai n't cool wit me .",O O O O O O O O O O O O O O O O O O O O O O O O O
1321,Watching The Room for like the fifth time .,O B-movie I-movie O O O O O O
1322,It 's a classic .,O O O O O
1323,Tommy WIseau is a genius .,B-person I-person O O O O
1324,"#theroom #tommywiseau RT @ewangri : It would be lovely if I could get on my laptop and do some work before I go out , but @emmams88 is flirting with some boy .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1325,#NowPlaying Tomorrow always comes - @samantharonson #ILikeIt #NiceSong ( : @edryall @sjo_m you been 23 for a few years now #really27 was WAITING for this day for specific reasons .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1326,now im leaving again &amp; will have to try this bullshit AGAIN next friday .,O O O O O O O O O O O O O O O
1327,dawg wasted my time RT @its_QuiB @jperiod1015 cooking next week !!: )) &lt; &gt; lol bet ! Opted for pants over shorts today ... summer is officially over .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1328,Bring on the pumpkin beers ! RT @LilTwist : RT this if you want me to go back live on Ustream later tonight @matttraynor ME ! the november 15th show ( : Beautiful day in Chicago ! Nice to get away from the Florida heat .,O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O O O O O O B-geo-loc O O O O O O O B-geo-loc O O
1329,"Small Biz Tech Tour 2010 Launches Five City Tour MONTCLAIR N.J. ...: The all day event features America's... http://tinyurl.com/28hd9fu #fb Music &amp; More Industry Wednesday - Sep 23,201 0 http://goo.gl/fb/5CBjZ #FABreality RT @relentless1323 : I hate when a nigga shows me a video of him on his phone , gettin some head from a shorty .",O O O O O O O O O B-geo-loc B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1330,Im Like yo ... U just showed ... Someone just started following me today so I better post something .,O O O O O O O O O O O O O O O O O O O O
1331,There .,O O
1332,Welcome Saturday I have lost everything importing in my life within the past week anything that i loved is now gone @Alleycat17 HAPPY BIRTHDAY ! :D .,O O O O O O O O O O O O O O O O O O O O O O O O O O O
1333,Hope you're having an amazingrific day !!! :D .,O O O O O O O O O
1334,Good start for sharks tonight can only get better .,O O O B-sportsteam O O O O O O
1336,Thought Rocks well in game early though until ' unseen ' Stoked about the awesome date night im about to have with @sssmash and also very stoked about the bro time tomorrow with @jeffsyourhero Use My Shopping Genie before ?? How did it work for you ? Try it out here http://bit.ly/cawTJF ; I can upgrade to a BlackBerry in November !! Yesss .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-product O O O O O
1337,"&lt; 3 BB Bold , here I come ! I hope you will have a blessed and nice time off this weekend .",O O B-product I-product O O O O O O O O O O O O O O O O O O O
1338,"Love your children , love your pets and enjoy all the goodness in your life .",O O O O O O O O O O O O O O O O
1339,RT @nickjonas : Just arrived in Sacramento ! What a beautiful day .,O O O O O O B-geo-loc O O O O O O
1340,After work I'm breaking glass against my house and then doing yoga .,O O O O O O O O O O O O O
1341,looking forward to a weekend resting foot !! oh and the irish on sunday .,O O O O O O O O O O O O O O O
1342,"if i hit tweet limit again today , i'm gonna be so frickin ' pissed .",O O O O O O O O O O O O O O O O
1343,"Although , three months ? I may well be wrong on this .",O O O O O O O O O O O O O
1344,"#cantdecide #wilty Q : If you could spend an entire day with one ... A : Metallica .: http://chatter.com/ask-me-anything/kt2yo &quot; Just when I think I'm out , they pull me back in &quot; -Summer #Vancouver #summerstill Not only is it #BattlestarGalactica 's 32nd Anniversary , tonite is the 3rd season premiere of #StarWars #TheCloneWars !! Best wishes to everyone as you travel to your respective football games tonight , and this weekend .",O O O O O O O O O O O O O O O O B-musicartist O O O O O O O O O O O O O O O O O O O O O O O B-tvshow O O O O O O O O O O O B-tvshow I-tvshow O O O O O O O O O O O O O O O O O O O
1345,"Go band ! @BEHINDpleasure October 29th RT @momswithapps : A family-friendly app , FREE every Friday : http://bit.ly/97opLN ( this week 's app by @snowglobemaker ) #appfriday With Kirsten ( : going to Dicks tonight .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-person O O O O B-facility O O
1346,"@demhot I hate it here , lol .",O O O O O O O O
1347,i'm moving to america when i'm at least 23 .,O O O B-geo-loc O O O O O O
1348,no joke @TheEllenShow #AskEllen Hi Ellen .,O O O O O B-person O
1349,Can you ask Portia when she 's going to make a Twitter account ? Love you both so much ! Xo : Dan is using his new course and made 12'000 Gold in 2 Weeks ! You can do it to ! spon http://tinyurl.com/364pkdn http://bit.ly/cJfTJ8 gym tonight because I was a slacker last night and went out to dinner instead of working out #fb Haha watching @littleradge ' s first blog .,O O O B-person O O O O O O O B-company O O O O O O O O O O B-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1350,"&quot; Probably won't keep it up &quot; You lied big time Liam ! Boo Boo , Ta and I had a girls day .",O O O O O O O O O O O B-person O O O O O O O O O O O O
1351,She is such a wonderful baby .,O O O O O O O
1352,"John Acuff joined @daveramseys team ! sweet ! I hope Dave gives him his own show one day , but i'm excited for JA and wish him all the best @darthsunshine Wheeee !! Okay - we could get down there by like 9:30 if we want some shopping time and lunch before class .",B-person I-person O O O O O O O O B-person O O O O O O O O O O O O B-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1353,@CaMeaux @x_mayy_x tu vai no show may ? Movies Tonight ? ( : @mfeige it 's on a Saturday though .,O O O O O O O O O O O O O O O O O O O O O
1354,So that 's a thing .,O O O O O O
1355,"Time magazine wrote an article saying the rumor touch is for fags Yup , it is :) | RT @iSuboohi : - When someone/anyone makes you feel special , it 's sheer bliss :) @sefronia we haven't had slugs in the house for a few days and found a toad by our front door this morning , you need pet toad .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
